Run,Event,PID1,Q1,E1,px1,py1,pz1,eta1,phi1,PID2,Q2,E2,px2,py2,pz2,eta2,phi2,PID3,Q3,E3,px3,py3,pz3,eta3,phi3,PID4,Q4,E4,px4,py4,pz4,eta4,phi4
161311,53906199,13,-1,20.3116,-3.76758,6.43363,18.8934,1.65983,2.10057,13,-1,8.67182,-4.48431,-5.23481,5.26089,0.703699,-2.27913,-11,1,5.94756,2.67308,-3.29825,4.16529,0.867961,-0.889714,-11,1,2.36248,-1.84987,-1.23618,0.794437,0.349884,-2.55249
161311,86916875,13,-1,42.1809,4.28352,-9.00952,-40.9841,-2.12065,-1.12699,-13,1,18.8004,0.251133,-4.56145,-18.2366,-2.09276,-1.5158,-11,1,11.7295,10.1036,-5.29402,-2.73351,-0.237408,-0.482641,-11,1,10.8976,-4.77675,-1.78875,-9.63025,-1.39241,-2.78329
161312,182134020,13,-1,19.4156,8.98576,-3.39402,-16.8728,-1.32917,-0.361146,-13,1,13.294,6.82713,-4.70433,-10.3913,-1.04967,-0.603349,-13,1,14.2733,5.26806,-4.78723,-12.3712,-1.3199,-0.737617,11,-1,2.76441,-2.19297,1.60675,-0.501225,-0.18334,2.50927
161312,251516473,13,-1,21.5757,-8.13212,17.6356,-9.39971,-0.46687,2.00286,-13,1,11.102,-0.306542,-8.85954,6.68263,0.696213,-1.60538,13,-1,13.9144,-3.991,0.853557,13.302,1.8974,2.9309,-11,1,13.522,-0.176143,-2.74193,-13.2399,-2.27626,-1.63495
161312,25776012,-13,1,21.3517,-13.5553,8.64427,14.0504,0.789374,2.57391,13,-1,15.292,8.33779,1.27462,-12.755,-1.20152,0.151698,-13,1,13.7262,4.90039,1.34378,-12.7506,-1.65068,0.26764,13,-1,14.1957,-3.76681,1.79879,13.5677,1.89476,2.69608
161312,275527331,13,-1,13.2518,-12.2683,-1.18214,4.86739,0.385311,-3.04553,-13,1,8.75625,-7.93898,-0.428475,3.66738,0.446309,-3.08767,11,-1,7.12343,-6.56423,-0.684059,2.68069,0.395766,-3.03776,-11,1,5.17974,-4.77011,-0.505769,1.95447,0.396942,-3.03596
161312,301447418,13,-1,14.3671,-11.8895,-0.746269,-8.03015,-0.631295,-3.07891,-13,1,5.65356,-5.468,0.136798,-1.42613,-0.257865,3.11658,-13,1,8.07491,4.97474,0.00725697,6.35963,1.0652,0.00145876,13,-1,5.08282,-3.69938,1.53804,-3.12617,-0.71721,2.74758
161312,340115813,13,-1,7.31021,1.09297,-2.84489,-6.64379,-1.52135,-1.204,-11,1,75.2207,-58.6454,-41.4464,-22.3846,-0.306868,-2.52637,11,-1,27.7341,-3.34953,15.9417,-22.446,-1.12508,1.77789,-11,1,11.781,8.29502,6.98123,-4.60944,-0.413287,0.699607
162803,43706954,13,-1,15.1628,-12.9035,-2.45822,7.57347,0.548625,-2.95334,-13,1,8.47278,-4.99117,-6.82944,0.473106,0.0559008,-2.20192,11,-1,10.1047,0.113286,-2.74374,-9.72439,-1.97697,-1.52953,-11,1,3.24643,1.23493,2.0733,2.17156,0.808761,1.03359
162811,121620715,-13,1,67.1452,50.0304,21.2907,39.3971,0.672688,0.40234,13,-1,74.4362,-21.1464,-27.2474,65.9632,1.40381,-2.23079,-13,1,6.10338,0.904852,2.28426,5.58601,1.55968,1.19364,-11,1,8.94731,-1.78119,2.11528,8.50925,1.84256,2.27066
162825,16085643,13,-1,8.80773,-5.64778,-6.19219,-2.70634,-0.317552,-2.31025,13,-1,16.3772,-2.80798,-3.37792,15.7767,1.9906,-2.26432,13,-1,6.80446,1.05415,-2.00587,6.41519,1.76363,-1.08693,11,-1,34.6349,6.27998,0.824496,34.0508,2.38363,0.130543
162909,136675916,-13,1,22.3822,4.26254,7.20909,-20.756,-1.63915,1.03682,-13,1,36.8235,3.75227,-5.25226,36.2532,2.42667,-0.950464,13,-1,9.56025,0.555408,4.61331,-8.3544,-1.34944,1.45098,13,-1,5.45112,0.429187,-1.07671,5.32541,2.22964,-1.19149
163046,113974435,11,-1,56.9788,35.7031,14.0247,-42.1328,-0.949261,0.374297,-11,1,65.1645,-18.1934,6.11851,-62.2734,-1.893,2.81717,11,-1,52.4835,-18.6158,3.51469,-48.945,-1.67783,2.95499,-11,1,11.8516,-4.57232,1.53664,-10.8256,-1.54784,2.81738
163069,209954871,13,-1,35.1099,13.9614,-0.120646,32.2142,1.57318,-0.00864118,-13,1,16.5716,6.62613,-0.310131,15.1857,1.566,-0.0467702,13,-1,4.48799,-2.76773,3.3571,1.09562,0.249225,2.26026,-11,1,37.2002,-10.0868,-7.36493,35.0409,1.75512,-2.51092
163071,11989798,13,-1,51.3027,12.1135,45.3808,20.635,0.426295,1.30995,-13,1,29.5797,0.930722,-17.3083,23.9688,1.12796,-1.51707,-13,1,17.4856,8.17879,-15.1028,3.27824,0.18973,-1.07447,13,-1,10.5101,5.33128,-8.83475,1.99378,0.192038,-1.02785
163235,143610331,13,-1,31.5659,1.80981,10.0127,-29.8808,-1.79824,1.39198,-13,1,15.896,1.37285,-6.75659,14.3225,1.4777,-1.37034,13,-1,6.59131,0.450249,-2.2178,6.18974,1.73119,-1.3705,-11,1,5.79154,0.467303,1.93345,-5.43924,-1.73096,1.33365
163235,154233217,-13,1,20.9929,-7.52439,0.0272783,-19.5977,-1.68537,3.13797,13,-1,5.54961,5.31136,-1.59702,-0.161203,-0.0290611,-0.29208,13,-1,9.66207,-3.68064,0.381221,-8.9248,-1.614,3.03839,-11,1,14.2956,-5.65291,7.33653,-10.8897,-1.00037,2.2273
163235,192228201,11,-1,165.828,29.0365,10.8151,162.908,2.36174,0.356546,-11,1,19.7388,-13.4284,3.7072,13.984,0.884075,2.87223,11,-1,17.9385,-7.43413,-10.7459,12.2902,0.838721,-2.17601,-11,1,9.68708,-3.49529,-6.69543,6.06577,0.735093,-2.05192
163237,41158481,-13,1,34.9352,-3.79754,-21.4673,-27.2982,-1.04895,-1.74588,13,-1,13.2384,5.95324,10.8178,4.77278,0.377502,1.06771,11,-1,23.1604,10.6964,18.8777,8.10096,0.365189,1.05528,-11,1,19.0242,-1.99355,-11.4848,-15.0347,-1.07222,-1.74266
163255,466504089,-13,1,7.89673,4.14447,-6.42736,-1.96458,-0.25414,-0.998074,13,-1,32.2257,-0.873485,7.13276,-31.4141,-2.1811,1.69265,-13,1,27.4649,-0.731809,6.19071,-26.7479,-2.16293,1.68846,11,-1,31.4843,-0.390598,8.00042,-30.4483,-2.04536,1.61958
163255,557133008,13,-1,18.2555,-5.42201,-2.9681,-17.1769,-1.7461,-2.64073,-13,1,9.39672,4.19059,2.10739,-8.14156,-1.31878,0.465954,-11,1,7.76976,-3.15497,-0.873058,-7.04649,-1.50985,-2.87162,-11,1,2.10579,-0.915234,-1.82198,-0.526376,-0.255377,-2.03631
163255,598011769,-13,1,9.1759,1.87501,8.77977,1.89369,0.209398,1.3604,13,-1,7.04448,-6.9422,1.01374,0.62595,0.0891018,2.99659,-11,1,3.41404,1.49012,3.032,-0.49215,-0.145166,1.114,11,-1,13.7064,0.00258338,-2.42143,-13.4908,-2.41875,-1.56973
163261,5961462,-13,1,27.9037,-5.71633,-0.8324,-27.299,-2.25719,-2.99699,13,-1,8.41129,5.05388,1.91573,-6.44414,-1.01104,0.362326,-13,1,4.42372,3.05081,2.6066,-1.85913,-0.448157,0.707041,13,-1,14.4695,-2.88735,-2.6139,-13.935,-1.9869,-2.40586
163270,287724023,13,-1,17.1117,-5.20487,-5.4743,15.3538,1.45813,-2.33097,13,-1,6.5787,5.05116,2.96935,2.98946,0.490324,0.531442,-13,1,9.19444,-0.771175,-3.83863,8.31846,1.498,-1.76906,-13,1,11.5432,-1.19409,-3.35496,10.9796,1.84443,-1.91273
163270,351668397,-13,1,30.175,8.09449,1.6142,29.024,1.97022,0.196837,-13,1,7.65986,3.95826,-4.64747,4.62552,0.699299,-0.865315,13,-1,5.55276,3.24404,-4.39773,0.978806,0.178167,-0.935238,11,-1,32.8265,-8.30258,5.66,-31.2508,-1.85269,2.54324
163289,129253027,-13,1,16.4162,-4.33187,-11.1126,-11.2794,-0.84245,-1.94249,13,-1,10.227,-2.67116,-6.94793,-7.01226,-0.839789,-1.93783,-11,1,11.6855,0.976009,2.53753,11.3648,2.1375,1.20361,11,-1,8.72454,0.842868,1.84341,8.48582,2.13897,1.14194
163289,16683748,-13,1,34.9851,13.1868,-27.2538,17.5295,0.550717,-1.12015,13,-1,47.1653,-2.42224,19.2292,42.9991,1.53733,1.6961,-13,1,5.33297,-0.839712,-1.01316,5.16699,2.07675,-2.26286,11,-1,43.6344,-7.39751,12.045,41.2814,1.79299,2.12156
163289,4970315,13,-1,10.294,-2.6509,-3.54094,9.29458,1.48803,-2.21343,-13,1,6.53766,-3.12897,-0.581895,5.70971,1.34754,-2.95772,11,-1,5.21399,-4.77095,0.724036,-1.97472,-0.398582,2.99098,-11,1,2.94037,-2.90653,0.33664,-0.29075,-0.0992061,3.02628
163296,361678996,13,-1,43.4313,10.7839,-37.1769,19.694,0.489038,-1.28847,-13,1,37.1305,8.44331,24.6342,-26.4675,-0.892907,1.2406,11,-1,6.50201,1.67787,4.58626,-4.29269,-0.793184,1.22007,-11,1,4.20602,1.02466,2.99295,-2.77182,-0.791063,1.24095
163296,61166722,-13,1,6.00971,-0.651048,-4.26442,-4.18286,-0.859742,-1.7223,-13,1,7.57636,-2.47548,1.56161,6.98738,1.60455,2.57881,11,-1,28.6863,-5.22205,-0.28922,-28.2055,-2.38673,-3.08626,11,-1,12.5711,3.09609,-0.0457944,12.1838,2.07877,-0.01479
163300,190266142,-13,1,15.607,0.616043,-10.9348,-11.1184,-0.892068,-1.51452,-13,1,29.2239,-2.98301,-6.14635,28.4139,2.13256,-2.02264,13,-1,14.0496,2.24843,1.66458,-13.7678,-2.29691,0.637284,-11,1,2.20248,0.333835,-2.01092,0.834069,0.398536,-1.40629
163300,78913469,13,-1,43.3306,-8.15277,-10.1964,-41.317,-1.86932,-2.24528,13,-1,20.6857,5.04172,-0.751295,-20.0475,-2.07831,-0.147927,-11,1,4.71743,-0.612879,2.98668,-3.59976,-1.00354,1.77319,11,-1,2.62536,-2.23648,1.2673,-0.533468,-0.206067,2.62606
163301,46959364,13,-1,13.675,2.3217,10.2832,8.70978,0.752993,1.34874,-13,1,3.97943,0.930242,3.19729,2.17639,0.614238,1.28767,-11,1,16.4608,-13.1754,-3.30418,-9.29784,-0.639923,-2.89588,-11,1,10.068,-8.93123,-1.17627,-4.49611,-0.480411,-3.01064
163332,148468770,-13,1,16.1363,-6.10985,13.1258,-7.12402,-0.474092,2.00645,-13,1,27.6218,1.29754,-6.14239,-26.8987,-2.16153,-1.36261,11,-1,44.4496,-8.35096,-0.646361,-43.6533,-2.35314,-3.06435,11,-1,4.9528,-3.80636,1.87519,2.55453,0.570565,2.68385
163332,377656272,-13,1,35.6121,6.13974,-11.5764,33.1134,1.65722,-1.08315,13,-1,25.6423,4.54333,-7.84952,23.9845,1.6996,-1.04611,13,-1,10.9304,1.38495,4.20526,9.99302,1.55302,1.25265,13,-1,6.87579,-0.731937,-1.16115,6.73657,2.29422,-2.13324
163332,389782389,13,-1,5.47753,-3.71639,-3.32487,2.26404,0.439716,-2.41174,-13,1,5.88759,-3.15396,-3.31796,3.70084,0.739238,-2.33086,11,-1,8.7458,2.91655,-6.94648,4.44175,0.559858,-1.17329,-11,1,6.69178,0.0139318,-4.80175,4.66079,0.860461,-1.56789
163332,408037581,13,-1,11.2675,-10.3149,-0.571333,-4.49679,-0.422593,-3.08626,-13,1,11.0218,-8.64627,-2.03034,-6.526,-0.680934,-2.91095,11,-1,6.93564,-5.94152,-1.18357,-3.37648,-0.531897,-2.94496,11,-1,11.3576,2.66821,3.69205,10.4041,1.56387,0.945004
163332,436751484,13,-1,56.8112,-14.789,5.18247,54.607,1.96149,2.80454,-13,1,14.097,-2.22897,1.61423,13.8254,2.31705,2.51481,-11,1,31.6146,30.5678,-5.34068,-6.04707,-0.19366,-0.17297,-11,1,11.8002,-3.08461,0.899721,11.3543,1.97494,2.85779
163332,471184877,13,-1,8.82833,4.23974,6.70534,-3.87186,-0.4705,1.00697,-13,1,16.931,-0.792905,-4.37308,-16.3369,-2.01294,-1.75016,-11,1,6.71322,1.25356,4.52608,4.79692,0.896417,1.3006,11,-1,2.58079,-1.28365,1.83634,1.28085,0.544389,2.18087
163332,485753220,-13,1,6.50445,-4.84009,1.04078,-4.21747,-0.772675,2.92979,13,-1,6.42558,-0.851777,3.10756,-5.55828,-1.31343,1.83832,11,-1,21.1659,6.96378,-16.914,10.6496,0.553517,-1.18023,-11,1,18.1439,13.3525,-10.7578,5.93118,0.33935,-0.678194
163334,184539698,13,-1,29.9209,-6.23101,-0.824133,-29.2531,-2.24227,-3.01009,-13,1,25.0477,-5.06836,-0.0749652,-24.5292,-2.28039,-3.1268,11,-1,21.601,20.7439,-4.78124,-3.66518,-0.171333,-0.226532,-11,1,86.8779,-17.0797,-2.55626,-85.1441,-2.29866,-2.99303
163334,239044733,-13,1,61.1014,-35.6238,-22.6501,44.1734,0.913805,-2.57526,13,-1,58.257,21.4699,7.09406,53.6897,1.59956,0.319125,-11,1,26.6958,7.46783,2.19222,25.5361,1.90376,0.285534,11,-1,27.7708,4.87819,3.9275,27.0554,2.16955,0.677852
163334,286336207,-13,1,50.4618,43.9348,20.2387,-14.3703,-0.292873,0.431677,13,-1,50.4224,-38.4343,-24.9245,-21.071,-0.445133,-2.56627,-11,1,56.1417,-17.1982,-26.2035,-46.5778,-1.187,-2.15161,11,-1,30.1759,17.8132,22.5284,-9.25975,-0.317075,0.901751
163334,289238560,13,-1,16.3704,13.8744,-4.04115,-7.69086,-0.509829,-0.283425,-13,1,21.9529,9.30021,8.12007,18.1519,1.17814,0.717756,11,-1,14.0877,11.7249,-3.69409,-6.88061,-0.533975,-0.305218,11,-1,7.14598,-4.03111,-1.74033,5.63794,1.06869,-2.73404
163337,234246620,-13,1,43.185,36.8389,-20.5903,9.1582,0.215337,-0.509672,13,-1,27.8852,-15.862,19.4896,-12.0883,-0.464206,2.25394,-13,1,11.6324,-7.62381,6.28068,-6.14256,-0.587479,2.45249,13,-1,6.38336,-4.22388,3.29801,-3.46673,-0.60863,2.47867
163338,14664461,13,-1,56.6149,-25.0578,-50.6113,3.97941,0.0704054,-2.03052,-13,1,32.7501,20.6731,7.00589,-24.4151,-0.962749,0.326742,-11,1,8.016,7.50968,-2.79286,0.246761,0.0307933,-0.356051,11,-1,6.57202,6.12907,-2.36389,0.194652,0.0296269,-0.368105
163338,18235756,-13,1,92.5206,19.8473,-53.3817,72.9145,1.06637,-1.21483,13,-1,137.383,10.5491,30.8455,133.459,2.11724,1.24127,11,-1,44.4103,-0.804569,22.5584,38.2458,1.29794,1.60645,-11,1,13.346,-1.96057,1.84201,13.0721,2.28446,2.38736
163339,12010920,-13,1,93.9555,-22.5182,-8.58372,-90.8123,-2.03694,-2.77741,13,-1,23.4445,8.3869,-4.48148,21.4292,1.55159,-0.490743,-11,1,8.095,3.58557,7.15002,-1.24497,-0.155025,1.10597,11,-1,3.94514,1.80569,3.45507,-0.605075,-0.154592,1.08922
163339,13795384,13,-1,20.5327,9.82813,3.50067,17.6843,1.2983,0.342178,-13,1,7.19707,6.67975,0.747032,-2.57089,-0.373732,0.111373,13,-1,3.87849,2.91375,2.36269,-0.979439,-0.258214,0.681337,-11,1,30.3945,4.08908,6.65254,29.3742,2.03523,1.01966
163340,210428751,-13,1,7.27076,-3.21142,5.59034,-3.35971,-0.500021,2.09222,13,-1,8.6742,-1.53023,5.7809,-6.28253,-0.916698,1.82957,-13,1,9.40514,-2.48284,-1.60849,8.92714,1.82401,-2.56674,-11,1,3.57236,-1.55702,3.20747,-0.222643,-0.0624046,2.02272
163340,218958268,-13,1,26.9257,22.9008,-1.25631,14.1052,0.581646,-0.0548037,13,-1,64.3576,-12.4915,0.109829,63.1335,2.32296,3.1328,11,-1,66.4218,-19.2252,6.90824,63.2023,1.8477,2.79663,-11,1,16.467,14.103,-0.51068,8.4857,0.569941,-0.036195
163374,27948519,13,-1,8.9888,4.13343,-5.56076,5.72539,0.753093,-0.931584,13,-1,9.10885,-3.99888,3.75884,7.26912,1.09331,2.38713,-13,1,12.9232,-2.42206,4.5755,11.8404,1.56513,2.05765,-11,1,22.1012,-4.50889,8.7578,19.7847,1.44744,2.04625
163374,34924020,11,-1,44.6755,9.77125,43.3663,4.44898,0.0999155,1.34918,-11,1,38.6167,7.55125,-32.8971,18.7619,0.530612,-1.34516,-11,1,9.9963,2.35333,-8.66005,4.40357,0.472876,-1.30546,11,-1,3.00481,0.711688,-2.60077,1.32605,0.473856,-1.30369
163374,376330394,11,-1,30.084,13.3636,12.8764,-23.6783,-1.06369,0.766835,11,-1,9.78191,-6.10802,7.62198,-0.532245,-0.054465,2.24637,-11,1,9.52525,-2.37953,-9.22106,0.200877,0.021092,-1.82334,-11,1,6.91055,-4.64934,4.31345,-2.74471,-0.420292,2.39365
163374,98569472,13,-1,12.7371,-10.0882,0.956067,-7.71593,-0.702268,3.0471,-13,1,25.162,6.25044,-3.36894,24.1391,1.93777,-0.494353,13,-1,28.3866,3.73655,-5.99858,27.4926,2.06773,-1.0137,11,-1,7.23692,-6.17535,0.703329,-3.70721,-0.565793,3.02819
163378,151521374,-13,1,54.5527,9.59033,11.9858,52.3484,1.94077,0.895968,13,-1,42.5694,-11.4145,-10.1804,-39.7267,-1.68281,-2.41328,13,-1,10.7782,2.5486,0.537598,10.4582,2.09838,0.20789,11,-1,4.52996,-3.51602,-1.9587,-2.07886,-0.495935,-2.63333
163378,225102887,13,-1,72.6155,-39.7983,23.1469,56.1544,1.02851,2.61481,-13,1,44.6132,34.8157,-19.8746,19.5754,0.470719,-0.518711,13,-1,14.9065,2.86769,-3.40016,14.227,1.87942,-0.870147,-13,1,9.81712,2.278,-2.1614,9.30074,1.8063,-0.759138
163378,66897538,13,-1,26.3334,3.5309,9.56655,24.2787,1.60206,1.21722,-13,1,15.6261,4.27975,4.7952,14.2427,1.53625,0.842137,13,-1,20.0193,-1.76309,-3.59733,19.6141,2.29184,-2.0265,11,-1,9.26325,-2.21673,-1.20556,8.91295,1.97453,-2.64349
163385,191298030,-13,1,5.18054,0.682301,-4.66414,-2.14643,-0.440926,-1.42554,13,-1,7.32922,-0.972449,4.07475,-6.01307,-1.15838,1.80507,13,-1,19.302,3.8841,-1.10906,-18.8743,-2.24613,-0.278137,-13,1,5.63144,-1.1129,2.44099,-4.95025,-1.3722,1.99856
163387,105419683,13,-1,57.2985,-33.1862,29.3283,36.3542,0.748866,2.41783,-13,1,36.1148,22.5127,-22.899,-16.5251,-0.494238,-0.793905,-13,1,5.92801,-3.0669,0.815194,-5.00597,-1.23699,2.8818,-11,1,16.4422,-0.287354,5.4482,-15.5106,-1.76758,1.62349
163402,262030310,-13,1,19.4269,-0.578086,7.17584,-18.0434,-1.64959,1.65118,-13,1,7.41909,-5.90543,2.81489,-3.49772,-0.511993,2.69679,-13,1,4.33634,-0.891732,-4.1869,0.683588,0.159016,-1.78064,11,-1,17.481,1.22872,-4.00157,-16.9724,-2.10787,-1.27288
163402,294364193,-13,1,13.3431,-0.380109,-7.09697,11.2923,1.24307,-1.6243,13,-1,6.76112,-1.33219,-2.81783,5.99889,1.40942,-2.01243,11,-1,4.58811,0.626633,3.378,3.04091,0.797757,1.38738,11,-1,3.62577,0.587071,-3.29503,-1.3944,-0.405423,-1.39448
163402,468810728,13,-1,18.3103,4.01882,-6.58491,-16.6056,-1.50984,-1.02283,-13,1,12.4733,5.61256,-4.54093,-10.171,-1.1431,-0.680244,13,-1,9.75239,3.78344,1.52123,8.85829,1.51814,0.382296,-13,1,7.25413,1.704,3.46924,6.13775,1.2426,1.11423
163475,31012446,-13,1,67.3575,-6.33082,-11.2737,66.1048,2.3343,-2.08247,-13,1,8.8052,3.94476,7.87127,0.0479608,0.00544732,1.10622,13,-1,4.13922,1.85447,3.4573,-1.31529,-0.329271,1.07846,13,-1,10.8918,-1.11223,-2.78182,10.4711,1.96438,-1.95115
163475,57016269,-13,1,13.1564,7.53939,-4.82318,9.64231,0.935013,-0.569122,13,-1,10.1565,3.82761,-5.57576,7.57648,0.96391,-0.969207,11,-1,38.2784,-2.45146,-6.09259,-37.7108,-2.44849,-1.95334,11,-1,5.34296,2.42608,-2.58804,3.99543,0.967927,-0.817689
163476,1927882,-13,1,19.702,0.467587,-8.19064,17.9124,1.52276,-1.51377,13,-1,17.9385,-0.0570993,-7.98767,16.0615,1.44843,-1.57794,-13,1,7.54089,-1.12791,-3.06808,6.79475,1.47826,-1.92309,11,-1,11.1402,0.893661,-5.0177,9.90594,1.41813,-1.39454
163476,23778227,-13,1,23.8957,11.5586,14.4378,15.1309,0.74676,0.895701,13,-1,12.1613,-9.64526,-4.9421,5.51644,0.489252,-2.66809,11,-1,19.4108,-12.9838,-14.1777,2.68186,0.139053,-2.31227,-11,1,6.98899,-5.32385,-3.93017,2.24864,0.333588,-2.50567
163476,54593866,13,-1,27.284,4.98521,7.04221,-25.8836,-1.81842,0.954786,-13,1,14.1454,2.89449,5.69398,-12.6207,-1.43279,1.1005,-11,1,7.05442,-2.0908,-6.59516,1.3774,0.197793,-1.87779,11,-1,4.73592,-1.39723,-4.42995,0.923174,0.197457,-1.87633
163478,42832560,13,-1,12.5608,-2.01466,7.80212,9.63484,1.01321,1.8235,-13,1,18.5161,7.38434,2.27444,16.8266,1.52041,0.298788,-13,1,9.80673,4.83364,0.624166,8.50923,1.32387,0.128419,11,-1,17.5564,6.32928,2.63373,16.1626,1.59303,0.394323
163479,79479796,-13,1,201.385,39.0825,34.666,-194.491,-2.02522,0.725584,13,-1,137.121,-14.4875,-22.4984,-134.484,-2.31746,-2.1429,13,-1,40.5064,-2.33267,-8.98571,-39.4281,-2.15296,-1.82479,-13,1,13.6138,-1.06844,-2.58657,-13.3227,-2.26436,-1.96252
163479,92657783,13,-1,4.36302,-0.341976,-3.37436,-2.74253,-0.739379,-1.6718,-11,1,38.8712,33.5275,9.29319,-17.3354,-0.47966,0.270393,11,-1,34.116,-27.1513,-8.86416,-18.6583,-0.613961,-2.82603,11,-1,25.4794,-9.83684,10.2114,-21.1698,-1.19091,2.33751
163480,107733190,13,-1,23.7325,-5.59683,2.85189,22.8859,2.00437,2.67033,-13,1,16.1969,4.94209,0.00686349,15.4241,1.85602,0.00138878,-13,1,18.951,-3.94473,-0.470736,18.5296,2.24436,-3.02282,13,-1,12.8355,2.49782,-2.40284,12.3583,1.9836,-0.766019
163480,36071859,13,-1,43.3111,-8.7547,33.3624,-26.1943,-0.700676,1.82742,13,-1,59.8996,12.0302,-14.6906,-56.8103,-1.81589,-0.884636,-13,1,77.2083,-1.37565,-17.9581,-75.0781,-2.1348,-1.64725,-13,1,8.01096,2.29575,-3.93245,-6.59013,-1.16515,-1.04238
163480,61230438,13,-1,12.9615,9.02106,4.23272,-8.28824,-0.757276,0.438709,-13,1,9.14127,-7.01708,-2.13806,-5.45353,-0.687887,-2.84584,11,-1,12.495,-4.03543,1.86201,-11.6779,-1.69361,2.70929,-11,1,11.2677,-3.15514,0.744208,-10.7914,-1.91762,2.90995
163583,104454229,-13,1,189.514,30.0714,17.5514,-186.288,-2.37891,0.528316,13,-1,27.4107,-21.5106,-14.1719,9.36947,0.356152,-2.55903,13,-1,8.03562,-1.62344,-0.371494,7.86044,2.25596,-2.91664,-11,1,9.42231,-4.93039,3.09296,7.40977,1.06195,2.58132
163583,130161046,11,-1,52.2651,49.5964,-10.344,12.8393,0.250785,-0.205616,-11,1,42.9824,-37.6703,20.2146,-4.44962,-0.103894,2.64908,-11,1,8.90567,-7.56734,-3.34457,-3.29548,-0.388472,-2.72543,11,-1,14.9991,5.22739,0.455702,14.0513,1.71134,0.086956
163583,2644519,-13,1,30.2788,-3.36997,-26.8919,13.5005,0.479542,-1.69546,13,-1,9.7174,-2.08481,-8.22985,4.72651,0.531367,-1.8189,11,-1,37.52,-7.56763,36.7245,-1.33748,-0.0356623,1.77402,-11,1,14.2692,1.82762,-11.5235,8.21447,0.655977,-1.41351
