Run,Event,PID1,Q1,E1,px1,py1,pz1,eta1,phi1,PID2,Q2,E2,px2,py2,pz2,eta2,phi2,PID3,Q3,E3,px3,py3,pz3,eta3,phi3,PID4,Q4,E4,px4,py4,pz4,eta4,phi4
1,26891497,13,-1,82.923,-41.2009,-28.8408,-65.9311,-1.08512,-2.53086,-13,1,27.9631,26.5582,8.71182,0.83231,0.0297736,0.316968,13,-1,4.43943,3.62608,-1.99453,1.60337,0.378345,-0.502883,13,-1,9.03748,1.84234,1.34546,-8.74416,-2.05337,0.630773
1,26899718,11,-1,69.5837,1.33185,-57.8003,38.72,0.62768,-1.54776,-11,1,16.5449,5.94651,14.5042,-5.29156,-0.331458,1.18171,-11,1,9.52921,2.61734,8.95518,-1.9391,-0.206371,1.28645,11,-1,9.09331,3.29704,7.95964,-2.90893,-0.331533,1.17809
1,44277441,13,-1,48.0951,45.348,-1.59258,15.9422,0.344482,-0.0351045,-13,1,42.995,-40.2019,-2.03269,15.1075,0.367015,-3.09107,11,-1,3.48919,-3.38183,0.809426,-0.287252,-0.0825129,2.90667,-11,1,2.38722,-2.3318,0.473691,-0.192769,-0.0809266,2.94118
1,81774203,13,-1,59.1981,-22.5319,-54.6988,-2.18142,-0.0368663,-1.96154,-13,1,78.8026,21.7048,47.4007,59.0924,0.97268,1.14139,-11,1,4.27091,-1.51725,-3.99192,0.0566183,0.0132575,-1.93401,11,-1,2.98813,-1.1749,-2.74698,0.0511569,0.0171217,-1.97496
1,56180610,13,-1,67.1269,-15.0707,60.4082,-25.0945,-0.392876,1.81529,-13,1,46.243,-8.2202,-30.2906,-33.9605,-0.938199,-1.83579,11,-1,2.64892,-1.41075,-2.20049,-0.429445,-0.163564,-2.14089,-11,1,2.39893,-1.135,-2.0793,-0.378329,-0.159035,-2.07046
1,30502843,13,-1,205.504,-25.2444,113.292,-169.586,-1.17297,1.79004,-13,1,124.982,-25.0592,8.44755,-122.152,-2.23488,2.81645,11,-1,32.9596,-5.43954,16.3374,-28.104,-1.26589,1.8922,-11,1,9.51838,-2.80678,7.48126,-5.17226,-0.608964,1.92972
1,38028925,-13,1,96.7818,-6.06666,60.8013,-75.054,-1.03397,1.67025,13,-1,37.2457,-3.19201,-30.3613,-21.3362,-0.651759,-1.67555,-11,1,3.41447,-3.25802,0.510364,-0.885124,-0.26528,2.98621,11,-1,2.3738,-2.24941,0.443624,-0.615047,-0.265141,2.94687
1,49390203,-13,1,62.6054,38.6807,-30.3111,38.7875,0.724284,-0.664676,13,-1,73.6164,-34.6368,28.2734,58.4831,1.08333,2.457,13,-1,9.71144,-1.99086,0.478212,9.49256,2.23847,2.90586,-11,1,11.4257,-1.62831,-1.62013,-11.1925,-2.28715,-2.35871
1,13700815,11,-1,34.4752,-28.0409,18.9178,6.66063,0.19566,2.54808,-11,1,59.9739,27.7048,-19.2113,-49.6009,-1.1787,-0.606302,-11,1,14.2217,6.66298,-3.91032,-11.9403,-1.21976,-0.530711,11,-1,4.01029,1.85437,-1.14276,-3.36717,-1.21993,-0.552286
1,85091493,-13,1,44.5184,-19.836,-38.2069,-11.3423,-0.260515,-2.04966,13,-1,26.5969,-1.71455,21.4159,-15.6781,-0.676863,1.65069,-11,1,8.47956,-0.990275,6.61008,-5.21816,-0.717535,1.7195,11,-1,8.18106,-0.889761,6.38722,-5.03404,-0.717453,1.70921
1,31882021,13,-1,256.5,-57.2056,29.4779,248.296,2.05976,2.66578,-13,1,77.8612,12.9962,-37.1093,67.2038,1.30547,-1.23393,11,-1,52.6888,11.397,16.8354,48.6085,1.60594,0.975696,-11,1,9.21051,1.84624,3.04155,8.49552,1.6047,1.02524
1,65900319,13,-1,81.6089,18.0046,34.8736,71.5518,1.36161,1.09421,-13,1,28.283,-2.71432,-26.7507,8.77212,0.320719,-1.67192,-11,1,9.78488,-1.08583,-9.04868,3.56177,0.381498,-1.69022,11,-1,5.17842,-0.664181,-4.7757,1.88883,0.382353,-1.70899
1,51467267,-13,1,42.437,-38.0662,16.8599,-8.22142,-0.196213,2.72465,13,-1,99.1091,-20.2694,-32.4491,-91.4265,-1.60544,-2.12915,-11,1,22.3237,-4.43859,-7.4581,-20.5676,-1.59777,-2.10763,11,-1,16.0034,-3.41569,-5.15592,-14.76,-1.60425,-2.15589
1,46020439,11,-1,127.201,-79.8496,61.8316,77.3362,0.705721,2.48269,-11,1,24.1975,-4.35948,-23.3275,4.72686,0.197888,-1.75555,-11,1,4.01917,-2.92838,-1.7321,2.13966,0.593437,-2.60746,11,-1,3.38095,-2.51149,-1.36483,1.8057,0.595835,-2.6438
1,46696082,-11,1,33.7378,19.8517,20.4271,18.0799,0.598379,0.799683,11,-1,48.6231,-4.48319,-26.5418,-40.4924,-1.19715,-1.73813,-11,1,11.7223,-0.791509,-6.13896,-9.95489,-1.25336,-1.69902,11,-1,4.45582,-0.38981,-2.32206,-3.78292,-1.2525,-1.73712
1,59924151,11,-1,54.9826,31.8963,-30.5351,32.7616,0.686694,-0.7636,-11,1,72.1568,-36.9545,24.0048,57.1379,1.07639,2.56552,11,-1,20.1929,3.08019,2.2841,19.8255,2.34526,0.638069,-11,1,12.618,1.94505,1.4606,12.3814,2.32997,0.644097
1,67677406,13,-1,181.802,48.4228,77.4338,-157.198,-1.31154,1.01195,-13,1,96.3508,79.0444,6.97334,-54.6518,-0.64341,0.0879928,-11,1,109.772,-49.9454,-24.7052,-94.578,-1.29947,-2.68224,-11,1,17.3138,2.44094,-2.41499,16.9699,2.30103,-0.780055
1,8615578,-11,1,45.4021,12.5582,43.6207,0.937092,0.0206427,1.29048,11,-1,40.6692,-11.8482,-36.3629,-13.8327,-0.354237,-1.88578,-11,1,4.34191,-0.888444,-4.06558,-1.2385,-0.29338,-1.78594,11,-1,2.37829,-0.555086,-2.21089,-0.678285,-0.293332,-1.81678
1,26460368,13,-1,97.493,-7.76523,-37.4974,89.6578,1.58665,-1.775,-13,1,60.8295,6.81268,30.9602,51.916,1.26879,1.3542,11,-1,8.33523,1.01809,4.21571,7.1181,1.27066,1.33384,-11,1,6.60517,0.735821,3.35458,5.64213,1.27148,1.35487
1,42622850,13,-1,50.4448,14.7328,28.9572,38.5887,1.00809,1.10015,-13,1,31.5085,-8.40299,-29.9101,5.24871,0.168149,-1.84468,11,-1,5.58317,-1.4955,-5.29127,0.96838,0.175218,-1.84625,-11,1,3.9829,-0.998692,-3.79134,0.701294,0.177931,-1.82836
