Run,Event,PID1,Q1,E1,px1,py1,pz1,eta1,phi1,PID2,Q2,E2,px2,py2,pz2,eta2,phi2,PID3,Q3,E3,px3,py3,pz3,eta3,phi3,PID4,Q4,E4,px4,py4,pz4,eta4,phi4
1,5409302,-11,1,27.679,14.553,-10.1826,-21.2286,-1.01289,-0.610517,11,-1,19.7084,-12.019,10.5029,-11.561,-0.672468,2.42341,11,-1,3.28932,0.912345,-3.1212,-0.495325,-0.15174,-1.28641,11,-1,4.14037,2.23211,1.16517,3.28674,1.0817,0.481096
1,31206991,13,-1,31.5164,16.7581,-6.02869,-26.0018,-1.17237,-0.345332,-13,1,29.1746,-9.52152,4.50748,-27.2061,-1.67746,2.69945,-13,1,9.62657,1.10798,-1.95106,-9.36085,-2.13561,-1.05432,-11,1,5.48432,-3.29295,-0.959223,-4.2795,-1.04618,-2.85814
1,33397210,-13,1,21.3796,2.80159,20.9686,-3.08934,-0.14552,1.43797,13,-1,14.6424,-9.11853,2.53913,-11.1712,-1.00324,2.87001,-13,1,6.80653,-0.355071,-1.28412,-6.67403,-2.31428,-1.84057,11,-1,11.0406,-1.4729,-9.83296,-4.79979,-0.465727,-1.71948
1,30696998,-11,1,15.995,14.662,0.848571,6.33604,0.419047,0.0578112,11,-1,22.1401,6.80679,1.97199,-20.9753,-1.80566,0.281989,11,-1,4.06324,-3.31959,-2.33692,-0.170542,-0.0419965,-2.5282,-11,1,3.69737,-2.95652,-2.21481,-0.155279,-0.0420218,-2.49865
1,41565048,13,-1,17.6151,11.2116,-1.62653,13.4883,1.00995,-0.144071,-13,1,12.6273,-3.60528,2.27012,11.8864,1.74984,2.57965,-11,1,3.244,0.059356,-3.2433,0.0320853,0.00989097,-1.5525,11,-1,2.94973,-0.0366962,-2.94934,0.0308524,0.0104598,-1.58324
1,25549664,-13,1,12.4274,2.38944,-2.53096,-11.9296,-1.94557,-0.814153,13,-1,6.8685,-0.960911,-1.91296,-6.52552,-1.8336,-2.03629,-11,1,51.4866,3.19327,-9.48972,50.5036,2.32103,-1.2462,11,-1,32.4214,-2.51284,9.68533,30.8388,1.84407,1.82465
1,27954114,13,-1,28.2416,-10.5892,-1.9522,26.1081,1.61889,-2.95928,-13,1,6.87535,-1.63454,-6.38349,-1.95925,-0.293116,-1.82147,-11,1,30.3141,6.03512,3.87656,-29.4532,-2.12015,0.570967,11,-1,8.42706,-3.44584,-4.04197,-6.54248,-1.03616,-2.27675
1,12731707,13,-1,15.5981,-11.4518,7.51697,7.45927,0.520684,2.56073,-13,1,13.2489,11.9939,-2.63761,4.97113,0.394488,-0.216467,-13,1,13.8109,3.80646,-2.55628,-13.0272,-1.76698,-0.591385,11,-1,31.7056,7.0895,-4.74329,-30.5366,-1.98745,-0.589657
1,33474803,13,-1,31.948,4.00296,-31.5292,3.24776,0.102011,-1.44451,-13,1,18.3076,12.0102,-10.8936,8.49953,0.502741,-0.736684,11,-1,56.4928,-4.87352,11.2948,55.1373,2.20548,1.97815,-11,1,23.7365,-1.54599,7.2301,22.5556,1.83437,1.78145
1,7876163,-13,1,11.482,-6.5063,-7.89229,-5.21585,-0.490083,-2.26023,13,-1,6.38183,4.31506,-1.11684,4.56612,0.898541,-0.253265,-11,1,4.07428,-0.793448,2.43803,-3.16642,-1.03819,1.88543,11,-1,3.83299,-0.662987,2.31761,-2.9801,-1.03898,1.84942
1,19787365,13,-1,13.6971,5.21247,1.60042,12.5646,1.572,0.2979,-13,1,7.48352,1.42702,0.692891,7.31269,2.23289,0.452023,11,-1,10.8577,6.14084,0.848063,-8.91405,-1.15985,0.137234,-11,1,16.8317,-4.3068,-3.99541,-15.7732,-1.71381,-2.39368
1,24216232,-13,1,8.62427,-7.60806,2.10085,3.4743,0.427084,2.87217,13,-1,8.82424,7.08225,2.55075,4.60341,0.578694,0.345699,11,-1,5.88811,4.88344,1.72392,2.80178,0.51759,0.339357,-11,1,3.62369,2.9909,1.10488,1.72187,0.516728,0.353864
1,21793114,-11,1,12.2533,-8.27096,-1.67471,-8.88426,-0.918211,-2.94181,11,-1,9.93627,2.88818,1.91142,-9.31313,-1.71523,0.584632,11,-1,12.2784,2.95123,1.0267,-11.8742,-2.04505,0.334792,-11,1,10.1623,2.3891,0.97164,-9.82952,-2.04787,0.386267
