-1.0,200.0
-0.9,195.0
-0.8,190.0
-0.7000000000000001,185.0
-0.6000000000000001,180.0
-0.5000000000000001,175.0
-0.40000000000000013,170.0
-0.30000000000000016,165.0
-0.20000000000000018,160.0
-0.1000000000000002,155.0
-2.220446049250313e-16,150.0
0.09999999999999964,145.0
0.19999999999999973,140.0
0.2999999999999998,135.0
0.3999999999999997,130.0
0.49999999999999956,125.00000000000003
0.5999999999999996,120.00000000000001
0.6999999999999997,115.00000000000001
0.7999999999999996,110.00000000000001
0.8999999999999995,105.00000000000003
0.9999999999999996,100.00000000000003
